商品ID,名称,分类,价格(元),价格(分),描述,图片路径
20557,Redmi投影仪 3 Pro ,电视,999.0,99900,470CVIA 流明亮度、全密闭光机、1080P物理分辨率、ToF无感自动对焦,images/20557.png
25153,REDMI投影仪5 Pro,电视,1899.0,189900,1000流明CVIA亮度，30°侧投随心摆，高刷高亮更出彩,images/25153.png
16120,小米盒子4S MAX,电视,549.0,54900,海量内容 | 4G+64G | 4K超清播放,images/16120.png
12279,小米影视VIP会员季卡,电视,148.0,14800,海量新热大片/每周独家精品服务/海内外纪录片,images/12279.png
5419,小米影视VIP会员月卡,电视,50.0,5000,畅享海量片库，享爱奇艺VIP特权,images/5419.png
22264,REDMI 投影仪 4 云台套装,电视,1049.0,104900,智能随心投，高亮更清晰,images/22264.png
23271,巨省电Pro 大1.5匹 超一级能效 米家空调,空调,3599.0,359900,<font color='#ff4a00'>限时特惠！以旧换新至高补贴750元</font>APF值6.3 节能升级更省电，大双排冷凝器/蒸发器  制冷热更强更稳,images/23271.png
22356,巨省电 立式大2匹 米家空调,空调,5299.0,529900,<font color='#ff4a00'>限时特惠！以旧换新至高补贴850元</font>新一代巨省电 智能新体验,images/22356.png
24771,强劲风 至尊版 立式超3匹 超一级能效 米家空调,空调,7899.0,789900,柔风模式，远扬近柔，呵护幼儿、宝妈、老人，超一级能效 APF值4.9，强劲动力，纯铜大双排蒸发器/冷凝器,images/24771.png
25085,米家中央空调 巨省电Pro 风管机 大3匹超一级能效 优选版,空调,8398.0,839800,搭配除醛滤网，无需换芯，长效守护 三排蒸发器+大双排冷凝器，高效换热更省电 米家灵云节能算法，支持小米澎湃智联,images/25085.png
23439, 人感风 1.5匹 米家空调,空调,3899.0,389900,智能人感风 舒适全场景,images/23439.png
23432,巨省电Pro 立式大2匹 超一级能效 米家空调,空调,6699.0,669900,<font color='#ff4a00'>限时特惠！以旧换新至高补贴850元</font>超一级能效 Pro更省电更智能,images/23432.png
24772,强劲风Pro 立式超3匹 超一级能效 米家空调,空调,8499.0,849900,超3匹性能，140Hz超高频强劲冷暖,images/24772.png
25169,米家中央空调 强劲风 风管机 大3匹超一级能效 至尊版,空调,9098.0,909800,超3匹性能 极速冷暖新体验,images/25169.png
23270, 巨省电Pro 大1匹 超一级能效 米家空调,空调,3199.0,319900,APF值6.0 节能升级更省电，大双排冷凝器/蒸发器  制冷热更强更稳,images/23270.png
23603,巨省电 柔风版 大1.5匹 双排铜管 米家空调,空调,3299.0,329900,轻柔风感 告别空调病,images/23603.png
24852,米家空调 巨省电Pro 柔风版 立式大2匹 超一级能效,空调,6899.0,689900,超一级能效，Pro更省电 更智能 更舒适,images/24852.png
24773,强劲风Pro 至尊版 立式超3匹 超一级能效 米家空调,空调,8699.0,869900,柔风模式，远扬近柔，呵护幼儿、宝妈、老人 超一级能效 APF值5.31 强劲动力，纯铜大双排蒸发器/冷凝器,images/24773.png
25177,米家中央空调 巨省电 风管机 大3匹超一级能效优选版,空调,7898.0,789800,省电硬实力 舒适享清凉,images/25177.png
24031,巨省电 大1匹 新一级能效 米家空调,空调,2915.0,291500,<font color='#ff4a00'>限时特惠！以旧换新至高补贴700元</font>新一代巨省电 智能省电新体验,images/24031.png
24012,强劲风Pro 超1.5匹 超一级能效 米家空调,空调,4899.0,489900,<font color='#ff4a00'>限时特惠！以旧换新至高补贴800元</font>强性能旗舰 冷暖实力强一档,images/24012.png
19917,新风Pro 双出风 立式3匹超一级能效 星锻银 米家空调,空调,8999.0,899900,智能凉感，鲜氧新风,images/19917.png
14038,米家新风空调滤芯 （挂机）,空调,119.0,11900,米家新风空调HEPA滤芯 （3片装）,images/14038.png
20645,Pro风管机 1.5匹 超一级能效 米家中央空调,空调,5999.0,599900,隐形舒适风感 智能省电动力,images/20645.png
13143,巨省电 1.5匹新一级能效 小米空调,空调,2499.0,249900,<font color='#ff4a00'>限时特惠！以旧换新至高补贴700元</font>强劲制冷 | 高效节能 | 智能互联,images/13143.png
24013,强劲风 超1.5匹 超一级能效 米家空调,空调,3999.0,399900,<font color='#ff4a00'>限时特惠！以旧换新至高补贴800元</font>强性能旗舰 冷暖实力强一档,images/24013.png
19918,Pro 双出风 立式3匹超 一级能效 星锻银 米家空调,空调,7999.0,799900,智能凉感，科技美学,images/19918.png
15939,米家新风空调滤芯（柜机）,空调,149.0,14900,米家新风空调HEPA滤芯 立式版（3片装）,images/15939.png
18216,柔风 1.5匹新一级能效 米家空调,空调,2699.0,269900,强劲制冷 | 微孔送风 | 防骤冷化霜,images/18216.png
24014,强劲风Pro 至尊版 超1.5匹 超一级能效 米家空调,空调,5099.0,509900,强劲风Pro 至尊版 超1.5匹 超一级能效 米家空调,images/24014.png
10000407,米家波轮洗衣机系列,洗衣机,649.0,64900,旋风波轮|全自动洗衣机,images/10000407.png
10050193,米家洗衣机 迷你洗3KG系列,洗衣机,599.0,59900,专属内衣洗 |呵护婴童洗|100%除螨|3kg黄金容量|15min快速洁净|美观省空间,images/10050193.png
10050211,米家洗衣机 多区洗衣机系列,洗衣机,2999.0,299900,包含双区/三区洗衣机，共7款产品,images/10050211.png
10050183,米家洗衣机 超净洗洗烘系列,洗衣机,1499.0,149900,全嵌美学 智能洗烘,images/10050183.png
10050186,米家洗衣机 超净洗滚筒系列,洗衣机,1099.0,109900,全嵌美学 智能洗净,images/10050186.png
24242,米家洗衣机 迷你双区洗烘1kg,洗衣机,1499.0,149900,双筒分区洗烘 母婴级安心洗护,images/24242.png
10050187,米家洗衣机 超电解智投系列,洗衣机,2699.0,269900,<font color='#ff4a00'>超电解家族上新！超电解滚筒10kg到手2294.15元起，立抢＞</font>超电解 祛渍净白防串色，智能双路投放,images/10050187.png
21681,米家洗衣机 迷你洗 洗烘1.2kg,洗衣机,1881.0,188100,医护级内衣健康洗，精华速洗，智能投放，高温蒸汽除菌，柔烘呵护，夜间自动开启新风换气，隔天取衣温暖清新,images/21681.png
10050113,米家洗衣机Pro 蓝氧智投系列,洗衣机,1999.0,199900,蓝氧护衣洗,images/10050113.png
18431,米家内衣物洗烘一体机,洗衣机,1104.0,110400,五重健康净化|除菌螨除血渍除HPV，呵护私密健康|轻柔暖烘，护衣干爽|45min快洗烘，省时省力|21种洗涤程序，专衣专洗|智能操控，轻松便捷,images/18431.png
21002,米家热泵烘干机10kg ,洗衣机,3999.0,399900,36℃超低温热泵柔烘，羊毛也能放心烘；热泵混动系统，无惧梅雨天、回南天，大件也能烘的透；智能正反转，防缠绕少褶皱,images/21002.png
21942,米家热泵烘干机Pro 12kg,洗衣机,5999.0,599900,全变频热泵精烘，1:1正反转匀烘，双缸压缩机轻音烘,images/21942.png
20506,米家热泵烘干机10kg 星缎银,洗衣机,3299.0,329900,超薄全嵌；混动速热；多重离子净化,images/20506.png
25332,米家洗衣机 迷你双筒 洗烘5kg,洗衣机,3175.0,317500,双区双洗烘自由分区，五公斤大容量更从容,images/25332.png
25383,米家洗衣机Pro 超电解新风 滚筒12kg,洗衣机,4099.0,409900,小米超电解强效净衣 全域新风护衣如新,images/25383.png
25396,米家洗衣机Pro 超电解新风 洗烘12kg,洗衣机,4699.0,469900,小米超电解强效净衣　全域新风护衣如新,images/25396.png
21943,米家洗烘套装Pro 三区洗 热泵烘 10kg+12kg,洗衣机,9999.0,999900,洗烘套装Pro 三区洗 热泵烘 10kg+12kg,images/21943.png
21019,米家洗烘套装Pro 蓝氧洗 热泵烘 10kg+10kg,洗衣机,6469.0,646900,"蓝氧护衣洗，祛渍净白防串色
36℃超低温柔烘，羊毛也能放心烘
洗烘联动再升级，省时46min，全年省电196度
洗烘除毛专业认证，净享健康撸宠时光",images/21019.png
25055,米家洗烘套装Pro 超电解智投 热泵烘 10kg+10kg,洗衣机,6587.0,658700,专业超电解护衣洗　智能科技热泵烘,images/25055.png
22209,米家洗烘套装Pro 三区洗 热泵烘 10kg+12kg 小筒烘,洗衣机,10499.0,1049900,米家洗烘套装Pro 三区洗 热泵烘 10kg+12kg 小筒烘,images/22209.png
22396,米家洗烘套装Pro 超电解智投 热泵烘 12kg+12kg,洗衣机,8234.0,823400,超电解技术 祛渍净白防串色，全水路自然杀菌无残留,images/22396.png
25440,米家三筒套装 三洗三烘5kg+12kg 大筒冷凝烘,洗衣机,7880.0,788000,小米超电解强效净衣　双筒大容量洗烘更从容,images/25440.png
25441,米家三筒套装 三洗双烘5kg+12kg,洗衣机,7291.0,729100,小米超电解强效净衣　双筒大容量洗烘更从容,images/25441.png
10050143,米家冰箱 三门系列,冰箱,849.0,84900,三门系列，共6款冰箱可供选择,images/10050143.png
10050148,米家冰箱 两门系列,冰箱,749.0,74900,两门系列，共3款冰箱可供选择,images/10050148.png
10050151,米家冰箱 对开门系列,冰箱,1799.0,179900,对开门系列，共6款冰箱可供选择,images/10050151.png
22504,米家冰箱 636L对开,冰箱,1999.0,199900,636L超大容量丨全域抗菌净味丨10kg/12h超强冷冻力,images/22504.png
10050153,米家冰箱 法式&十字平嵌系列,冰箱,2499.0,249900,平嵌系列，共7款产品可供选择,images/10050153.png
10050150,米家冰箱Pro 双系统系列,冰箱,2499.0,249900,双系统系列，9款冰箱可供选择,images/10050150.png
24684,米家冰箱 561L对开,冰箱,1849.0,184900,全域离子净化丨561L超大容量丨超强冷冻力,images/24684.png
23580,米家冰箱制冰机配件,冰箱,499.0,49900,55分钟自动制冰丨全链路抗菌丨仅Pro至尊版508L系列可用,images/23580.png
10050149,米家冰箱Pro  微冰鲜系列,冰箱,6499.0,649900,微冰鲜系列，5款冰箱可供选择,images/10050149.png
24721,米家冰箱 法式400L 自动制冰,冰箱,2999.0,299900,60分钟自动制冰|全域离子净化丨65.4cm超窄丨60cm超薄平嵌,images/24721.png
10050189,米家冰箱Pro 508L 自动制冰系列,冰箱,4352.0,435200,55分钟自动制冰|3分钟净味2分钟除菌丨双系统0串味|十字/法式可选,images/10050189.png
23600,米家冰箱Pro 双系统 十字606L,冰箱,3499.0,349900,606L超大容量 丨双系统精准控温不串味 丨除菌率99.9999%,images/23600.png
24237,米家冰箱Pro 600L十字,冰箱,3499.0,349900,606L超大容量 丨双系统精准控温不串味 丨除菌率99.9999%,images/24237.png
10050180,米家冰箱Pro 至尊版 508L 系列,冰箱,4699.0,469900,3分钟净味丨2分钟除菌丨双系统0串味丨自动制冰按需选配 丨共6款冰箱可选,images/10050180.png
10050168,米家冰箱Pro 560L 十字/法式 自动制冰,冰箱,5881.0,588100,自动制冰系列，共4款冰箱可供选择,images/10050168.png
10050178, 米家冰箱Pro 560L 十字/法式系列,冰箱,4699.0,469900,Pro 560L系列，共计4款冰箱可供选择,images/10050178.png
10050213,米家冰箱Pro 508L 全域离子净化4.0系列,冰箱,4352.0,435200,3分钟净味2分钟除菌丨双系统0串味丨灵活冰饮空间丨支持食材预处理丨十字/法式可选,images/10050213.png
25102,米家冰箱 法式平嵌400L 杏色,冰箱,2499.0,249900,全域离子净化系统丨0.4㎡小占地丨50L可调变温空间,images/25102.png
25067,米家冰箱Pro 600L十字 自动制冰,冰箱,4469.0,446900,600L超大容量丨全链路抗菌自动制冰丨双系统0串味,images/25067.png
2387,小米水质TDS检测笔,厨房大电,49.0,4900,准确检测家中水质纯度，让自己和家人喝上放心水,images/2387.png
11258,小米净水器C1（三出水）/小米净水器扁豆滤芯,厨房大电,79.0,7900,适配小米净水器C1（三出水），适配小米净水器扁豆；PPC复合滤芯|RO反渗透滤芯|CB活性炭滤芯；,images/11258.png
11703,小米净水器S1 800G滤芯,厨房大电,149.0,14900,三合一复合滤芯|RO反渗透滤芯|UF超滤滤芯,images/11703.png
10000275,米家净水器800G、小米净水器H800G/H800G Pro滤芯,厨房大电,219.0,21900,复合滤芯PPC3|800G反渗透滤芯RO4,images/10000275.png
13343,小米净水器H1000G滤芯,厨房大电,219.0,21900,复合滤芯PPC4，200G反渗透滤芯RO1，800G反渗透滤芯RO2。适配小米净水器H1000G,images/13343.png
21698,米家富矿净水器+前置过滤器Pro+即热管线机套装,厨房大电,5597.0,559700,矿泉水级优质认证 | 母婴级特优水质 | 飞瀑活泉1200G大通量,images/21698.png
19945,米家智能欧式吸油烟机S2烟灶套装4.8kw（液化气）,厨房大电,2498.0,249800,23m³/min大吸力 | 4800w大火力 | 烟灶联动,images/19945.png
21112,米家智能变频欧式吸油烟机S10烟灶套装5.0kw（天然气）,厨房大电,3198.0,319800,升级26m³/min大风量 | 5000w大火力 | 烟灶智能联动,images/21112.png
24205,吸油烟机3 变频欧式+燃气灶 3 猛火版（液化气）,厨房大电,3798.0,379800,28m³/min 大风量，变频降噪不扰人,images/24205.png
21148,米家智能台式洗碗机6套S10,厨房大电,2699.0,269900,105℃双风道热烘 | 超薄磁吸可视折叠门 | 独立奶瓶喷臂 | 专业五星消毒 | 7天UV抑菌存储,images/21148.png
16666,米家智能嵌入式蒸烤一体机P1 58L,厨房大电,4499.0,449900,触控彩屏 | 上下独立控温 | 磁吸旋钮,images/16666.png
21720,米家智能净烟机Pro,厨房大电,3999.0,399900,瞬吸爆炒没味道|免拆洗吸力不衰减|柔声降噪更安静,images/21720.png
20890,米家智能燃气灶T1 5200W（天然气）,厨房大电,1099.0,109900,百搭颜值派，高燃猛火灶,images/20890.png
22208,米家台式净饮机后置活性炭滤芯GC1,厨房大电,149.0,14900,米家台式净饮机后置活性炭滤芯GC1,images/22208.png
19743,米家控温淋浴花洒N1,厨房大电,999.0,99900,独立式无级控温｜三功能琴键式分控｜大尺寸防烫置物台,images/19743.png
10050184,米家智能洗碗机 Pro 嵌入式 18套,厨房大电,6999.0,699900,五重涡流劲洗，强效洗净油污，超高温杀菌更安心,images/10050184.png
10050047,米家净水器400G/小米净水器H400G滤芯,厨房大电,199.0,19900,复合滤芯PPC1 ｜ 反渗透RO1,images/10050047.png
23506,米家净水器 2 1200G,厨房大电,1999.0,199900,母婴级健康水，畅享鲜活大流量,images/23506.png
19946,米家平嵌侧吸烟机S1 烟灶套装5.2KW（天然气）,厨房大电,3098.0,309800,齐平橱柜不碰头| 25m³/min大风量、5200W大火力 | 烟灶联动,images/19946.png
21113,米家智能变频欧式吸油烟机S10烟灶套装4.5kw（液化气）,厨房大电,3198.0,319800,升级26m³/min大风量 |4500w大火力 | 烟灶智能联动,images/21113.png
24206,吸油烟机3 变频欧式+燃气灶 3 猛火版（天然气）,厨房大电,3798.0,379800,28m³/min 大风量，变频降噪不扰人,images/24206.png
21222,米家智能嵌入式洗碗机18套 S20,厨房大电,5999.0,599900,母婴级五星消杀 | 115℃开关门速烘 | 18套超大容量大套系,images/21222.png
23717,米家智能微蒸烤一体机 Pro 嵌入式 52L,厨房大电,5999.0,599900,AI全能智厨，微蒸烤炸一机到位,images/23717.png
21869,米家智能吸油烟机2 侧吸,厨房大电,1899.0,189900,24m³/min 大吸力，烟灶联动更省心,images/21869.png
21740,米家定时燃气灶Pro  5200W/4800W,厨房大电,1799.0,179900,72%热效率|双边180分钟定时免看管|双层隔热爆炒不灼人,images/21740.png
19867,米家多功能养生壶N1,小家电,99.0,9900,1.5L大容量｜304不锈钢滤网｜LED数显大屏,images/19867.png
12010,米家落地扇,小家电,219.0,21900,7羽叶大风量丨智能控制丨台地两用,images/12010.png
10050167,米家IH电饭煲2 2/3/4/5L,小家电,297.0,29700,0氟陶瓷涂层内胆，健康不粘锅,images/10050167.png
21126,米家电饭煲N1 3/4L 节能版,小家电,159.0,15900,九段烹饪曲线，4A级好米饭,images/21126.png
16640,米家便携吹风机H101,小家电,79.0,7900,25m/s风力 | 5000 万负离子 | 小巧可折叠,images/16640.png
21269,米家电水壶3,小家电,99.0,9900,母婴级316L不锈钢内胆，好钢煮好水，杯杯安心饮,images/21269.png
21680,米家高速吹风机,小家电,139.0,13900,11万转速马达，短发1分钟极速干发,images/21680.png
18289,米家声波电动牙刷T200C,小家电,89.0,8900,便携式旅行盒 | 25天长续航 | 双刷头配置,images/18289.png
18624,日常元素防蛀护龈牙膏,小家电,12.9,1290,防蛀固齿，长效清新,images/18624.png
19192,米家便携电热杯2 ,小家电,139.0,13900,关盖烧水｜通电多段保温功能｜母婴级不锈钢内胆｜自动高原模式,images/19192.png
20149,米家电饭煲N1 3L/4L,小家电,159.0,15900,4A级品质好米饭 | 6层黑晶涂层内胆 | 九段「满分煮」曲线,images/20149.png
12639,米家负离子速干吹风机 H300,小家电,99.0,9900,30m/s 风力 | 5000 万负离子 | 57°C智能恒温,images/12639.png
16422,日常元素地面清洁剂,小家电,99.0,9900,洁净抑菌，清新抑味,images/16422.png
19147,米家电水壶N1,小家电,69.0,6900,升级把手开盖，大面积更顺畅 | 1.5L大容量 | 1500W大功率快速煮水 | 304不锈钢内胆,images/19147.png
16591,米家电动剃须刀S101 快刀客,小家电,89.0,8900,三刀浮动 | 不锈钢刀头 | 3100转/分钟刀头转速,images/16591.png
20284,米家电磁炉N1,小家电,179.0,17900,2100W狂放火力 | 轻量感圆形机身 | 双层加粗聚能线圈,images/20284.png
13855,米家智能电压力锅5L,小家电,379.0,37900,一锅双胆，不串味 | 9挡调节口感 | 24小时智能预约 | APP智能食谱，云端食谱一键烹饪 | 手动排气按钮，不易烫伤,images/13855.png
14905,米家电磁炉2,小家电,269.0,26900,双环线圈加热，2100W爆炒功率 / 99挡火力调节 / 低功率持续加热 / 多功能OLED屏，火力、模式看得见 / 外置感温探头，准确测温不糊锅 / 智能NFC,images/14905.png
20105,米家智能多功能养生壶P1,小家电,199.0,19900,小米智联，50+食谱花式养生 | 喷淋萃茶，萃出茶香甘醇不涩 | 隔水柔炖，释放食材深层营养,images/20105.png
20644,米家便携即热饮水机,小家电,249.0,24900,小巧机身，折叠出水口，自研精瓷加热技术，3s即热,images/20644.png
20547,米家多功能电火锅6L,小家电,249.0,24900,一款多功能大容量大火力电火锅,images/20547.png
20799,米家声波扫振电动牙刷Pro​,小家电,169.0,16900,智能模式 | 漏刷提醒 | 缓震刷头,images/20799.png
20418,米家破壁机N1,小家电,299.0,29900,1.75L超大容量 | 三大搅打技术 | 一键自清洗+热烘除菌,images/20418.png
16678,米家电动剃须刀 S301 黑侠客,小家电,129.0,12900,浮动三刀头 | 智能快剃 | 3300转/分钟刀头转速,images/16678.png
19507,米家即热饮水机S1,小家电,229.0,22900,精瓷加热技术/无硅胶无异味/真正精准控温/放杯亮屏/自适应童锁,images/19507.png
14596,小米小爱音箱Play 增强版,智能家居,149.0,14900,<font color='#ff4a00'>内置红外遥控，一句话控制传统家电</font>内置红外遥控，一句话控制传统家电 | LED时钟显示，自适应亮度调节,images/14596.png
11810,Redmi小爱触屏音箱 8英寸,智能家居,449.0,44900,<font color='#ff4a00'>你值得拥有一台MIUI Home适用的有屏音箱</font>8英寸高清大屏，躺着侧着都能看清 | 海量优质影音资源 | 多设备视频通话,images/11810.png
16606,米家智能吸顶灯Pro,智能家居,599.0,59900,打造多维立体光照 | Ra95 高显色指数,images/16606.png
18084,米家智能温湿度计3,智能家居,49.0,4900,六种信息展示 | 大尺寸 LCD 显示屏 | 舒适提醒 | 工业级高精度传感器 | 持久续航,images/18084.png
14785,MIJIA K歌麦克风,智能家居,369.0,36900,9种音效｜双麦配对｜四向发声｜双5W扬声器,images/14785.png
11507,米家LED灯泡 蓝牙MESH版,智能家居,29.9,2990,全新蓝牙MESH技术，分组控制更简单  | E27螺口轻松替换，色温/亮度自由调节 | 小爱语音智能控制,images/11507.png
15755,小米中枢网关,智能家居,349.0,34900,稳定连接百款设备丨多台中枢互备丨搭载四核处理器丨内置蓝牙信号放大器,images/15755.png
15122,米家智能窗帘 锂电池版,智能家居,999.0,99900,<font color='#ff4a00'>首次免费安装拆旧~ 单向、双向开合均支持</font>免插座免布线 | 支持27w快充 | 快充约2.75小时，续航6个月 | 直流静音电机,images/15122.png
11190,小米米家蓝牙温湿度计 2,智能家居,29.0,2900,智能联动 / 婴儿模式 / 超长续航 / 高精度传感器,images/11190.png
10015,小米小爱音箱 Play,智能家居,109.0,10900,<font color='#ff4a00'>声音实力派，入门级首选！</font>语音遥控数千款智能产品 | 海量优质有声资源，小爱同学生活助理,images/10015.png
19858,米家台灯2,智能家居,229.0,22900,60cm长灯头，读写作业台灯AA级光度等级+学习用灯具AAAA级，创新前向投光设计,images/19858.png
12950,小米米家智能开关,智能家居,59.0,5900,小爱语音控制/ 智能联动/OTA升级/更换便捷,images/12950.png
16421,米家智能插座3,智能家居,59.0,5900,语音控制 | 远程控制 | 电量统计 | 过载保护,images/16421.png
15756,小米智能开关（零火版）,智能家居,119.0,11900,普通灯，智能控制丨支持语音控制，手机APP控制等多种控制方式丨16A高抗浪涌自锁继电器丨专利机械开关设计手感干脆丨智能联动场景,images/15756.png
9726,米家空调伴侣2,智能家居,79.0,7900,远程控制 / 小爱声控 / 睡后调温 / 电量统计,images/9726.png
16797,小米无线开关（蓝牙版）,智能家居,39.0,3900,一键触发智能场景 | 一键呼叫 | 疾速模式 | 一物三控 | 2年续航,images/16797.png
9542,小米米家电子温湿度计Pro,智能家居,99.0,9900,温湿度监测 / 电子墨水屏 / 智能互联 / 灵活摆放,images/9542.png
20324,米家桌面学习灯 Pro,智能家居,549.0,54900,定制全光谱LED灯珠，照亮1.2m大书桌，雷达感应 入座即亮，智能调光,images/20324.png
6298,小米WiFi放大器 Pro,智能家居,129.0,12900,智能设备上网伴侣 | 2X2外置天线 | 极速配对 | 300Mbps强电版,images/6298.png
20565,米家桌面学习灯,智能家居,329.0,32900,柔光伴读，点亮多彩视界,images/20565.png
14204,小米天然气卫士,智能家居,179.0,17900,小米天然气卫士,images/14204.png
19511,米家智能宠物喂食器2,智能家居,399.0,39900,5L智能大粮仓 科学喂养每一餐,images/19511.png
19539,米家智能宠物喂食器2干燥盒套装,智能家居,29.0,2900,防潮锁鲜味 每口都酥脆,images/19539.png
10744,小米小爱音箱,智能家居,249.0,24900,<font color='#ff4a00'>Hi-Fi级音频芯片，旗舰级音质</font>Hi-Fi级音频芯片，旗舰级音质 | 支持AUX IN接口，你的桌面有源音箱,images/10744.png
18580,米家多彩旅行箱,出行运动,219.0,21900,加厚深仓｜55mm灵活大轮｜轻盈PP材质,images/18580.png
19742,米家多功能运动休闲胸包,出行运动,69.0,6900,四大收纳分区 | 灵活扩展仓 | 4级防泼水,images/19742.png
19270,米家体脂秤 S400,出行运动,99.0,9900,心率检测，关注心脏健康,images/19270.png
11674,小米小背包,出行运动,39.0,3900,极简设计 | 轻盈背负 | 4级防泼水,images/11674.png
19997,米家体重秤S200,出行运动,69.0,6900,一秤多用，精准称重,images/19997.png
18415,米家充气宝2,出行运动,199.0,19900,"纤巧机身|便携易收纳|预设压力充到即停|
满电可补气10个轮胎",images/18415.png
19991,米家无线洗车机2,出行运动,299.0,29900,畅洗无忧 轻便随行,images/19991.png
20847,米家智能健腹轮,出行运动,199.0,19900,高效练腹，科学减脂,images/20847.png
18577,米家旅行箱,出行运动,319.0,31900,强韧防刮箱面｜科思创PC材质｜万向轻音轮,images/18577.png
20894,米家智能哑铃,出行运动,99.0,9900,智能跟练，轻松燃脂塑形,images/20894.png
10429,小米经典商务双肩包 2,出行运动,99.0,9900,双仓收纳 | 立体有型 | 4级防泼水,images/10429.png
21172,米家八电极体脂秤 S800,出行运动,299.0,29900,自上而下，全面掌握身体数据,images/21172.png
20428,米家多功能便携手电筒,出行运动,99.0,9900,轻巧便携|30小时超长续航|三挡可调|1000流明强光照明,images/20428.png
21147,米家斜挎包,出行运动,129.0,12900,实物主义，轻简随行,images/21147.png
21944,米家户外多功能灯,出行运动,99.0,9900,便携小身形，照明多面手,images/21944.png
20409,米家体脂秤S400 Pro,出行运动,179.0,17900,多项身体指标，大屏直接看,images/20409.png
19718,米家侧翻盖旅行箱,出行运动,449.0,44900,1:9深仓结构｜侧开盖设计｜可移动隔板(*20.24英寸无隔板),images/19718.png
20897,米家智能哑铃 配重块,出行运动,69.0,6900,快装快拆，轻松切换哑铃负重,images/20897.png
20275,米家充气宝2 Pro,出行运动,299.0,29900,45s疾速补气 16次轮胎补气 到压自停免看管 多预设模式 满足多场景使用,images/20275.png
20974,米家筋膜枪3 迷你版,出行运动,219.0,21900,小巧便携，大力舒压,images/20974.png
21900,米家便携充气宝,出行运动,179.0,17900,小巧随行，一键充气,images/21900.png
16638,米家多功能手电筒,出行运动,169.0,16900,"240m超强远射|1000流明强光照明|多功能侧灯|
弹出式破窗器|安全带割刀",images/16638.png
21056,小米对讲机3 畅聊版,出行运动,129.0,12900,快速对频，高清对讲,images/21056.png
16451,米家无线洗车机,出行运动,399.0,39900,无线清洗，强劲水压，五种水型,images/16451.jpg
20066,米家筋膜枪3,出行运动,329.0,32900,强劲有力，深层放松,images/20066.png
21033,不锈钢直饮杯 闪电黄,车周边,29.9,2990,不锈钢直饮杯 两只装,images/21033.png
23613,不锈钢直饮杯 卡布里蓝,车周边,29.9,2990,不锈钢直饮杯 卡布里蓝,images/23613.png
21509,1:43 合金车模,车周边,129.0,12900,复刻经典 多色可选,images/21509.png
21268,Xiaomi Life 自动折叠晴雨伞,车周边,129.0,12900,优雅出行，晴雨皆宜,images/21268.png
21530,SU7 1:64 回力合金车模,车周边,179.0,17900,经典的掌上玩趣,images/21530.png
21525,不锈钢直饮杯 9色套装,车周边,99.0,9900,Xiaomi YU7 车身同款配色,images/21525.png
20751,SU7 Ultra 1:18 合金车模,车周边,599.0,59900,全开门合金车模｜高保真还原Ultra 速度感,images/20751.png
21503,Xiaomi Life 盖毯,车周边,129.0,12900,一毯多用 治愈全场景,images/21503.png
21358,YU7 1:18 合金车模,车周边,599.0,59900,「高端」全开门合金车模,images/21358.png
12498,米家随手吸尘器,车周边,249.0,24900,<font color='#ff4a00'>产品站领国补资格下单省10%</font>13KPa吸力，高效除尘 | 99.5%整机高效过滤 | 轻巧便携，车家两用,images/12498.png
23680,第二代 Xiaomi SU7 1:18 合金车模,车周边,499.0,49900,高度还原新时代驾驶者之车,images/23680.png
19791,SU7 1:18 合金车模,车周边,499.0,49900,"高端全开门合金车模
四门两盖全开合，展现实车色彩
前轮转向联动方向盘，软胶材质座椅",images/19791.png
21526,YU7 1:64 回力合金车模,车周边,179.0,17900,优雅豪华的浓缩之美,images/21526.png
19762,小米车载K歌麦克风（两支装）,车周边,499.0,49900,大口径驻极体精准收音 | 15小时续航,images/19762.png
20879,气门芯帽（Are you OK手型版）,车周边,39.9,3990,Are you OK手型版｜PVC材质｜手感舒适,images/20879.png
19787,车载舒适头枕,车周边,139.0,13900,高弹生物棉芯 细腻麂皮绒面 柔软支撑舒适透气,images/19787.png
21089,小米汽车家用充电桩7kW,车周边,1999.0,199900,小米汽车家用充电桩 7kW,images/21089.png
21543,钥匙扣（Are you OK手型 变色版）,车周边,19.9,1990,三段式多功能设计 随心切换使用场景,images/21543.png
22024,SU7 Ultra Prototype 1:43 合金车模,车周边,149.0,14900,<font color='#ff4a00'>复刻冲刺纽北赛道的精彩瞬间</font>1:43收藏级比例,images/22024.png
21267,米家车载吸尘器,车周边,329.0,32900,23kPa吸力｜吹吸一体｜多场景使用｜无线手持,images/21267.png
21583,小米插线板 5位总控,日用百货,29.9,2990,防误触保护门 | ​大间距设计 | ​过载保护,images/21583.png
18063,小米插线板8位总控版,日用百货,34.9,3490,8位电源插孔，双挂槽设计,images/18063.png
21915,米家磁吸茶仓杯,日用百货,99.0,9900,泡茶新体验，独立磁吸茶仓,images/21915.png
3016,7号彩虹电池（10粒）,日用百货,13.9,1390,麦克赛尔监制电池核芯 / 7年长久锁住电量 / 碱性10粒装7号环保电池，无汞无镉 / 防泄漏技术，四重安全保障 / 十种绚丽色彩，送收纳盒,images/3016.png
20528,8H乳胶释压抗菌床垫,日用百货,699.0,69900,天然乳胶，释压舒适深睡,images/20528.png
